6.4813,2.7618,0.031549,0.9345,0.26466,0.51981,0.047993
7.0858,3.7774,0.033961,0.9193,0.27696,0.49659,0.047468
7.9896,4.4756,0.03715,0.85614,0.24584,0.4817,0.047582
6.9674,3.4271,0.029954,0.88304,0.15271,0.61404,0.045007
6.7205,3.4074,0.033225,0.92515,0.30567,0.47394,0.047121
6.5617,2.9058,0.037826,0.9614,0.43643,0.39586,0.044908
8.3117,4.0071,0.032624,0.86199,0.10953,0.66507,0.043464
6.7126,2.9414,0.034359,0.93684,0.32183,0.46813,0.044776
6.5897,3.2914,0.031506,0.90175,0.25694,0.50365,0.050106
6.819,2.8227,0.033583,0.91579,0.27286,0.49801,0.04241
