0.077,0.046,0.000,0.026,0.001,0.020,0.000,3574.939
0.161,0.083,0.000,0.023,0.000,0.018,0.000,3066.436
0.080,0.047,0.000,0.003,0.001,0.006,0.000,0.027
0.130,0.073,0.000,0.004,0.001,0.005,0.000,0.051
0.112,0.059,0.000,0.004,0.003,0.006,0.000,0.217
0.091,0.061,0.000,0.002,0.001,0.005,0.000,0.920
0.079,0.061,0.000,0.002,0.001,0.003,0.000,1.096
0.321,0.138,0.000,0.016,0.008,0.008,0.000,0.473
0.172,0.092,0.000,0.006,0.001,0.005,0.000,0.256
0.085,0.061,0.000,0.002,0.000,0.003,0.000,1.007
0.157,0.074,0.000,0.011,0.010,0.010,0.000,0.005
0.166,0.090,0.000,0.006,0.001,0.005,0.000,0.011
0.159,0.102,0.000,0.014,0.013,0.013,0.000,0.009
