5.5693,3.8969,0.062108,0.97284,0.26746,0.66026,922.56
3.1224,1.7717,0.026848,0.9284,0.011834,0.92847,688.17
3.1464,1.6995,0.031437,0.99012,0.14438,0.80237,1388.7
4.4772,2.4263,0.0505,0.99506,0.31361,0.63935,2830.4
3.5752,1.8367,0.032268,0.8963,0.048521,0.84832,2160.5
3.527,2.2412,0.031391,0.94321,0.074556,0.84903,3156.5
5.3255,3.2905,0.056946,0.95062,0.23669,0.66961,4809.6
3.5814,1.9176,0.032362,0.92593,0.071006,0.83996,3869.1
4.7097,2.3904,0.043647,0.85926,0.024852,0.85612,5106.2
3.1455,1.4505,0.029243,0.94074,0.03432,0.90355,5939.1
