6.3972,3.735,0.076813,0.51111,0.21143,0.27201,1.6687
6.338,3.5818,0.069347,0.19556,0.017143,0.22712,2.0073
5.4761,3.0974,0.061699,0.21333,0.0028571,0.26154,1.4123
5.0271,2.2525,0.062021,0.45667,0.21714,0.22053,1.3624
5.3519,2.6721,0.060576,0.26556,0.025714,0.27003,1.3787
5.0717,2.328,0.060968,0.46,0.21714,0.22336,1.3121
4.9482,2.0905,0.05781,0.41444,0.077143,0.32466,1.6295
5.6944,3.5406,0.064002,0.24111,0.022857,0.25507,1.3348
5.7295,2.9708,0.064321,0.21444,0.014286,0.24614,1.3804
6.0698,3.0503,0.066849,0.23444,0.0057143,0.27315,1.3584
