10.173,3.7367,0.040202,0.15429,0.0075862,0.28529,0.19676
11.23,4.4136,0.043362,0.097143,0,0.24236,0.13724
9.1722,3.2242,0.036637,0.15857,0.0031034,0.30397,0.11528
8.9262,2.7833,0.03574,0.16429,0.0062069,0.30068,0.12011
9.3959,3.3583,0.037715,0.15952,0.011379,0.28002,0.12154
10.64,3.7903,0.041228,0.095238,0.0010345,0.23558,0.044542
9.1763,2.8884,0.036477,0.16,0.0065517,0.29489,0.046555
9.8187,3.4777,0.039244,0.14048,0.012414,0.25422,0.044109
9.8684,3.6761,0.039545,0.15429,0.011724,0.27291,0.043368
10.389,3.8531,0.041506,0.15095,0.011034,0.27102,0.044682
