6.2691,3.3716,0.020365,0.77427,0.0041013,0.84645,0.049263
6.8164,2.8707,0.023885,0.73918,0.00096502,0.83418,0.045742
6.7771,3.3364,0.022759,0.67602,0.0012063,0.79165,0.046723
6.2138,2.4121,0.02127,0.76374,0.0065139,0.83172,0.04942
6.728,3.0783,0.023495,0.78129,0.0067551,0.84245,0.047109
6.8787,2.2406,0.02351,0.68187,0.0012063,0.79556,0.047454
6.9815,2.6254,0.024022,0.72047,0.00048251,0.82364,0.046567
6.2411,2.582,0.021582,0.78246,0.0089264,0.83635,0.045268
5.9242,2.2358,0.019831,0.7345,0.0026538,0.82532,0.045057
6.5985,2.5898,0.022821,0.7462,0.0082027,0.81465,0.044405
