8.6471,3.3,0.036037,0.21333,0.031724,0.28879,14.081
8.8694,3.6902,0.036597,0.21429,0.030345,0.29298,14.564
8.1748,3.1119,0.033738,0.19857,0.013103,0.31828,13.436
7.8582,3.0819,0.032531,0.2219,0.018621,0.32868,14.193
8.0245,3.3982,0.033695,0.21238,0.028621,0.29487,12.541
8.0408,3.0471,0.033831,0.21238,0.038276,0.27312,3.9949
8.2206,3.3204,0.034069,0.21905,0.03,0.29892,4.046
8.4174,3.5693,0.035433,0.21238,0.042069,0.2649,4.1001
8.3935,3.6697,0.034997,0.20714,0.031379,0.28275,4.3401
8.9466,3.6696,0.037534,0.1981,0.041034,0.25078,4.0145
