6.8894,4.0068,0.079112,0.87901,0.18107,0.66483,1.6949
6.401,3.7502,0.060307,0.75062,0.0094675,0.80146,1.5198
4.4941,2.456,0.043198,0.80988,0.0047337,0.85318,1.5219
5.1798,2.6449,0.052679,0.80988,0.04142,0.79225,1.7312
5.3285,2.4316,0.052468,0.75062,0.0094675,0.80146,1.8977
5.8286,3.3671,0.05649,0.71111,0.0071006,0.77684,7.2375
4.6777,2.3997,0.044965,0.84691,0.013018,0.86619,2.0911
5.7535,3.3655,0.058652,0.79259,0.03432,0.79036,1.7903
5.4814,2.7998,0.053608,0.76296,0.015385,0.80004,1.8092
7.1435,4.9568,0.069418,0.77037,0.011834,0.81176,1.8091
