6.2064,2.7308,0.032324,0.49238,0.28345,0.21344,0.083896
6.6441,2.9834,0.030341,0.36714,0.13552,0.27051,0.082232
6.7234,3.3377,0.030643,0.30762,0.097586,0.26652,0.084901
6.3529,2.1981,0.030365,0.37333,0.14828,0.25906,0.07874
6.6121,2.5073,0.031008,0.39476,0.15483,0.27149,0.087249
5.9931,2.0775,0.029281,0.4081,0.17,0.2647,0.08424
6.5587,2.6671,0.029979,0.3581,0.11517,0.29077,0.080398
6.0276,2.1823,0.028843,0.39619,0.1569,0.27014,0.085895
5.9215,2.671,0.027615,0.35381,0.12724,0.2689,0.078295
6.2822,2.3404,0.030242,0.38095,0.12828,0.29439,0.081986
