0.097,0.097,0.000,0.000,0.000,0.001,0.000,11.522
0.187,0.138,0.001,0.000,0.008,0.032,0.000,119.255
0.079,0.088,0.000,0.000,0.000,0.000,0.000,0.014
0.329,0.296,0.001,0.000,0.004,0.017,0.000,0.068
0.213,0.175,0.001,0.000,0.009,0.014,0.000,0.023
0.292,0.240,0.001,0.000,0.000,0.000,0.000,0.033
0.333,0.278,0.001,0.000,0.000,0.000,0.000,0.097
0.339,0.273,0.001,0.000,0.006,0.024,0.000,0.075
0.308,0.268,0.001,0.000,0.000,0.000,0.000,0.021
0.291,0.211,0.001,0.000,0.001,0.004,0.000,0.146
0.249,0.203,0.001,0.000,0.022,0.030,0.000,0.001
0.328,0.277,0.001,0.000,0.000,0.000,0.133,0.001
0.328,0.308,0.001,0.000,0.020,0.050,0.163,0.002
