8.3987,2.9779,0.034533,0.18286,0.0096552,0.31089,27.291
8.6233,3.485,0.034937,0.17095,0.0062069,0.30796,27.151
7.7131,2.7622,0.03173,0.17381,0.0010345,0.32657,27.154
7.5286,2.7628,0.030952,0.18667,0.0051724,0.32759,26.709
7.7836,3.19,0.032133,0.17476,0.0065517,0.31105,27.594
7.7852,2.7821,0.032225,0.18095,0.011034,0.30499,8.5933
7.915,3.082,0.032555,0.17952,0.0068966,0.31514,9.0305
8.0415,3.4468,0.033376,0.17143,0.01069,0.29549,9.3522
9.0122,3.9134,0.036204,0.12857,0,0.28076,9.4069
8.6478,3.5127,0.036119,0.16571,0.016897,0.27167,9.3809
