6.0796,2.6091,0.029526,0.39905,0.1631,0.26477,0.75651
6.6017,3.2539,0.031124,0.38524,0.14931,0.26949,0.90791
7.1318,3.6041,0.033754,0.34952,0.1431,0.24217,0.79886
6.6318,2.6368,0.038871,0.57857,0.39138,0.18511,0.96036
6.4877,2.9685,0.031498,0.41095,0.1731,0.26351,0.77455
5.8783,2.383,0.029238,0.41857,0.19103,0.24836,0.80258
6.781,3.0716,0.031875,0.38714,0.14276,0.2803,0.81105
6.2971,2.6627,0.030506,0.42429,0.18724,0.25869,0.82847
6.3672,2.9964,0.03076,0.37286,0.15966,0.24327,0.79743
6.3929,2.7989,0.031615,0.4,0.14793,0.28588,0.85599
