10.241,4.4797,0.043419,0.82105,0.14837,0.57499,0.28729
11.135,5.0435,0.048805,0.81871,0.19156,0.51587,0.081093
9.151,4.1888,0.036638,0.8269,0.11677,0.62766,0.081034
8.1036,3.4221,0.034326,0.85614,0.14524,0.60518,0.086064
8.1476,3.5375,0.034144,0.84912,0.14186,0.605,0.085083
8.8879,3.6254,0.037928,0.8269,0.17394,0.54426,0.080476
8.7197,3.3436,0.037804,0.85029,0.16671,0.571,0.082721
10.134,4.3098,0.043486,0.8152,0.1585,0.55641,0.096287
9.7984,4.5813,0.041783,0.82924,0.16695,0.55524,0.088768
11.468,5.5214,0.047805,0.78246,0.13607,0.56462,0.083658
