5.9316,2.1937,0.024913,0.21905,0.0062069,0.35726,8.7842
6.2641,2.5378,0.02683,0.25429,0.024828,0.34701,9.1634
6.6292,3.221,0.027842,0.18524,0.0037931,0.3301,8.8785
6.3623,2.2223,0.02686,0.19952,0.010345,0.32659,9.2591
6.5348,2.4743,0.027201,0.20333,0.010345,0.33053,9.4525
5.9326,2.0181,0.025229,0.21429,0.0075862,0.34892,9.2677
6.5567,2.7322,0.02754,0.19286,0.0041379,0.33689,9.527
5.905,1.9365,0.026612,0.28429,0.04069,0.34344,9.4606
5.5957,2.2478,0.024645,0.25762,0.024828,0.35032,9.3526
6.2474,2.4798,0.026393,0.19857,0.0041379,0.34265,10.058
