3.779,2.016,0.012,1.000,0.089,0.704,11775.150
3.020,1.578,0.009,1.000,0.056,0.792,12327.660
5.615,2.874,0.019,1.000,0.146,0.590,0.822
4.180,2.324,0.011,1.000,0.000,1.000,6.982
4.134,2.375,0.011,1.000,0.000,1.000,6.585
4.186,2.373,0.011,1.000,0.006,0.975,4.645
4.161,2.374,0.011,1.000,0.000,1.000,1.676
4.203,2.319,0.011,1.000,0.001,0.996,8.206
6.036,3.112,0.021,1.000,0.152,0.593,0.111
4.161,2.385,0.011,1.000,0.000,1.000,0.125
4.771,2.783,0.015,1.000,0.103,0.695,0.249
