5.508,2.327,0.023,0.417,0.004,0.532,1.000,8034.350
5.411,2.231,0.022,0.436,0.004,0.549,1.000,8111.070
7.340,3.211,0.034,0.300,0.105,0.247,1.000,1.685
8.631,3.637,0.042,0.366,0.176,0.225,1.000,1.747
8.528,3.696,0.040,0.339,0.148,0.235,1.000,1.020
8.323,3.296,0.034,0.180,0.021,0.279,1.000,8.050
8.481,3.238,0.035,0.164,0.011,0.287,1.000,7.202
8.359,3.386,0.035,0.211,0.031,0.289,1.000,4.619
8.135,3.135,0.034,0.190,0.022,0.288,1.000,1.990
8.145,3.191,0.033,0.172,0.007,0.305,1.000,10.611
8.765,3.813,0.040,0.335,0.142,0.230,1.000,0.053
9.879,3.520,0.039,0.143,0.007,0.274,0.000,0.056
8.991,3.623,0.040,0.316,0.122,0.244,0.100,0.098
