6.6391,3.3207,0.076332,0.28889,0.06,0.24619,1.5551
6.0366,3.0756,0.066924,0.21333,0.028571,0.22538,1.5027
5.3663,2.85,0.059029,0.17222,0,0.23462,1.5215
5.2579,2.3752,0.060369,0.27,0.037143,0.25908,1.5415
5.3658,2.3341,0.060176,0.2,0.011429,0.23897,1.6437
5.4331,2.8312,0.060218,0.17889,0.02,0.20916,1.5375
5.2567,2.0822,0.059062,0.27111,0.0057143,0.29972,1.6054
5.1701,2.9391,0.059639,0.26333,0.04,0.25032,1.4939
5.7235,2.7048,0.063296,0.17111,0.0028571,0.22922,1.6374
6.0915,3.3535,0.06805,0.25889,0.017143,0.27602,1.5254
