8.6953,3.6792,0.033888,0.79649,0.032811,0.77768,30.354
10.658,4.8097,0.047829,0.85029,0.131,0.62215,8.623
8.4012,3.492,0.02948,0.70526,0.00072376,0.8128,10.398
7.4847,2.6929,0.026595,0.74152,0.0014475,0.83404,10.675
7.4858,3.3566,0.026267,0.73684,0.00024125,0.83516,10.622
8.1818,3.1259,0.028306,0.71813,0.0014475,0.81873,10.821
7.7828,3.0602,0.028106,0.74035,0.0038601,0.82508,11.33
8.9396,3.795,0.032156,0.71462,0.014717,0.7726,11.4
8.6308,3.6054,0.030409,0.72749,0.00096502,0.82655,11.556
10.537,4.6762,0.040166,0.68772,0.020265,0.73678,11.63
