5.821,2.9352,0.073464,0.56111,0.29429,0.2397,0.71787
6.0815,3.8252,0.067971,0.29111,0.068571,0.23787,0.44836
5.7264,3.4581,0.066078,0.3,0.08,0.23182,0.30197
5.0352,2.6099,0.065988,0.53222,0.31714,0.19344,0.29922
5.5157,3.1677,0.065389,0.37111,0.06,0.30977,0.33144
5.1176,2.7902,0.065036,0.53111,0.33714,0.17437,0.3327
4.8554,2.3923,0.058188,0.50778,0.16857,0.30935,0.29117
5.0633,3.1667,0.062131,0.53556,0.3,0.21192,0.28352
4.9941,2.5249,0.064772,0.52111,0.34286,0.16034,0.28788
5.1685,2.7514,0.063413,0.50667,0.23429,0.247,0.31288
