TPR,FPR,MCC,RMSE,MAD,Comp_time
0.868686868686869,0.407617845117845,0.182710223968536,0.0430429530817462,0.0224362916973496,200010.787073
0.666666666666667,0.0315656565656566,0.536937376807975,0.0529012856135379,0.00902048358255537,195181.18466
0.878787878787879,0.371001683501683,0.203885962087362,0.0406355588266566,0.0200227083316994,163445.093787
0.313131313131313,0.000631313131313131,0.537937562104356,0.0789942196284416,0.0129378467182682,171259.891188
0.762626262626263,0.0900673400673401,0.410082715501509,0.0430823966056472,0.00934068611224979,156938.16705
0.94949494949495,0.654882154882155,0.122468238919012,0.0579110637345979,0.0388754970900205,80010.167089
0.94949494949495,0.685395622895623,0.11250588541304,0.0591632515903766,0.0406305724267308,80005.5143
0.924242424242424,0.593223905723906,0.13277713136921,0.0537791369096003,0.0341616097703799,80003.548455
0.94949494949495,0.646043771043771,0.125367198245126,0.0576944770700199,0.0386834217624593,80008.60596
0.828282828282828,0.184553872053872,0.309539200233401,0.0472782482526101,0.0150334338932458,80006.290065
