TPR,FPR,MCC,RMSE,MAD,Comp_time
0.79,0.238222222222222,0.335296076604568,0.0749266661024571,0.0273340194696517,41026.372301
0.88,0.359111111111111,0.290928867306367,0.0708846907913888,0.0340849718935149,39016.612033
0.8,0.232888888888889,0.346139380988553,0.0693383947459673,0.0251861087427143,40354.115157
0.91,0.283555555555556,0.363486336730889,0.0614782693252294,0.0270185334686401,38032.297752
0.86,0.379555555555556,0.266637210812291,0.0615427349635442,0.0296549962842198,54677.321523
0.76,0.152888888888889,0.413686472916437,0.0795677680058318,0.0233162382783754,6448.982225
0.75,0.135111111111111,0.433306004575068,0.0732235179594658,0.0210207895164744,6289.808253
0.75,0.177777777777778,0.375502498698001,0.0692507855428811,0.020650225279387,6125.70529
0.93,0.313777777777778,0.350652919252117,0.0482328644600523,0.023339640229549,39293.905167
0.9,0.376,0.290809686908132,0.0541456963540511,0.0274621651707423,37748.266426
