"TPR","FPR","MCC","RMSE","MAD","Comp_time"
0.9,0.566666666666667,0.282577214618277,0.109340464380255,0.0688998506916505,244.89
0.95,0.473333333333333,0.392947608092323,0.079142069854541,0.0455750337248447,264.53
0.925,0.7,0.211102488292725,0.103816028334665,0.0736935927595834,240
0.9,0.56,0.287352446607696,0.0720159135319283,0.0451852103165217,269.99
0.95,0.68,0.249971426938589,0.0952577525053953,0.0708605558410444,204.07
0.9,0.586666666666667,0.268286866889874,0.0938138592227803,0.0612520881718742,292.98
1,0.84,0.196352277469526,0.125504689547233,0.0952570065732183,175.7
0.95,0.606666666666667,0.299800133928089,0.111291828366774,0.0736442754727071,223.12
0.95,0.706666666666667,0.231588542069843,0.109349723531949,0.0766403939150279,237.11
0.875,0.446666666666667,0.350199947131471,0.095443316378158,0.0554612332063078,267.65
