TPR,FPR,MCC,RMSE,MAD,Comp_time
0.72,0.0379591836734694,0.329517274286175,0.0252032014457431,0.00331292656373175,58821.553188
0.66,0.0373469387755102,0.304781194929747,0.0270365321065494,0.00342923966410566,61785.392818
0.7,0.0363265306122449,0.327036333386307,0.0262222474602585,0.00334395029515253,60328.106885
0.66,0.0373469387755102,0.304781194929747,0.0257950814662537,0.00324834593236846,59091.171147
0.62,0.0191836734693878,0.382931508404577,0.0269047411287316,0.00275978885739239,54718.572148
0.68,0.0383673469387755,0.309994706868861,0.0262785851175997,0.00339995524571914,61348.960778
0.64,0.0214285714285714,0.377054982556519,0.0276653394462883,0.00292712028992125,63371.292595
0.66,0.0271428571428571,0.351511144661003,0.0272399738453099,0.00310263594890692,57103.840329
0.66,0.0259183673469388,0.358509334092339,0.0278687261738445,0.00317175736982017,62913.567772
0.64,0.0348979591836735,0.305108302054655,0.0275728170029527,0.00345628022219083,59645.208962
