TPR,FPR,MCC,RMSE,MAD,Comp_time
0.68,0.0320408163265306,0.336400130621111,0.0260936581286619,0.0031520590433335,51878.304825
0.66,0.0359183673469388,0.310324684492852,0.0262346207145817,0.00321634056053427,54979.299827
0.62,0.0197959183673469,0.378149385343555,0.0283726188365609,0.00294136823131643,53033.026568
0.7,0.0355102040816327,0.330417649675842,0.023714533605482,0.00301338903064737,51716.426956
0.6,0.0179591836734694,0.381532920451151,0.0276614583373561,0.00271302664457333,48214.169859
0.62,0.0238775510204082,0.350006881865123,0.0274385497098319,0.00303059465897324,57183.65838
0.64,0.0189795918367347,0.395808620949432,0.027673641822211,0.00280228993186716,53664.463102
0.7,0.0293877551020408,0.359189222774302,0.0255083618274726,0.00292406052912346,49177.460879
0.62,0.0220408163265306,0.361934101153872,0.0279566050956148,0.00301965856973397,57432.396839
0.64,0.0336734693877551,0.310150577194133,0.0272589875135058,0.00327932783626036,53574.196874
