TPR,FPR,MCC,RMSE,MAD,Comp_time
0.72,0.0308333333333333,0.470555241360922,0.0338500541758654,0.0051285635472142,37968.754691
0.84,0.0441666666666667,0.472312273415197,0.0312510568602582,0.00501712644365445,49115.825496
0.92,0.101666666666667,0.358174769634021,0.0265026036763642,0.00664398928849526,52042.258842
0.72,0.0366666666666667,0.440765436977842,0.0319997848382846,0.00477427084285855,56489.014558
0.72,0.0333333333333333,0.457148362222254,0.0357072008093782,0.00533619013777106,50594.113236
0.76,0.0383333333333333,0.455209797047502,0.0340070889045962,0.00531420194542242,16742.450254
0.6,0.0325,0.39088694486077,0.0416555010264838,0.00596477637989103,17068.256929
0.72,0.0216666666666667,0.530605946599548,0.0345373609709133,0.0046070725609175,15564.440313
0.56,0.0241666666666667,0.411668264159573,0.0432742899204606,0.00611992573167086,10322.208219
0.76,0.0358333333333333,0.467103859431396,0.0323807114892265,0.00460009273783545,17294.456792
