"TPR","FPR","MCC","RMSE","MAD","Comp_time"
0.6,0.0166666666666667,0.613186386432243,0.058501061103261,0.0126213092844624,14.2100000000064
0.3,0.0111111111111111,0.402991814311907,0.0861428457341946,0.0184949498247251,13.5899999999965
0.5,0.0222222222222222,0.502228849839742,0.0708375146144457,0.0152230369683785,20.5699999999924
0.7,0,0.82977381867828,0.0591565347462504,0.0120518822836028,10.3600000000006
0.4,0.00555555555555556,0.550238823387411,0.0762054923164541,0.0160009650430433,20.359999999986
0.7,0.0333333333333333,0.589639656015528,0.0600814481702976,0.01324667170783,15.6200000000099
0.8,0.0166666666666667,0.748962376858964,0.0561488757428627,0.0109609722343222,11.0500000000029
0.5,0.0222222222222222,0.502228849839742,0.0791673266627392,0.0181043849991825,12.3600000000006
0.5,0.0111111111111111,0.579524571775306,0.0799334136416216,0.017469083798851,10.5899999999965
0.7,0.0444444444444444,0.542851573349319,0.0610375337039252,0.0157364407513659,15.2899999999936
